Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
829388;1.8752777777777778;47.88611111111111;"47°53'10.000""N 1°52'31.000""E";45298;LA TRÉSORERIE;STADE DU GRAND CLOS;45750;SAINT PRYVE SAINT MESMIN;Pylône tubulaire;27.0;TOTEM
833719;1.308888888888889;47.88583333333333;"47°53'9.000""N 1°18'32.000""E";41273;LA HAIE TALLIER;D.924;41290;VIEVY LE RAYE;Pylône autostable;36.0;TOTEM
870187;2.3758333333333335;47.765;"47°45'54.000""N 2°22'33.000""E";45315;"";"R DU GRENIER À SEL 13, R DE LA PORTE DE SOLOGNE (ADR. ADM.)";45600;SULLY SUR LOIRE;Bâtiment;16.0;Particulier
882920;1.9008333333333334;47.909166666666664;"47°54'33.000""N 1°54'3.000""E";45234;"";ANGLE R DE PATAY/R DU FAUBOURG BANNIER;45000;ORLEANS;Bâtiment;17.0;"Copropriété, Syndic, SCI"
953312;2.3169444444444443;47.812777777777775;"47°48'46.000""N 2°19'1.000""E";45270;"";ROUTE DE BRAY-EN-VAL STADE MUNICIPAL;45730;SAINT BENOIT SUR LOIRE;Pylône tubulaire;35.0;TOTEM
959934;1.963888888888889;47.909444444444446;"47°54'34.000""N 1°57'50.000""E";45284;"";"R DE LA RÉPUBLIQUE CHÂTEAU D'EAU";45800;SAINT JEAN DE BRAYE;"Château d'eau - réservoir";34.0;"Commune, communauté de commune"
1017520;1.7966666666666666;47.915;"47°54'54.000""N 1°47'48.000""E";45169;LE CHAMP MAIGRE;RUE DU MOULIN LA POINTE DU CHAMP MAIGRE;45140;INGRE;Pylône autostable;50.0;RTE
1054654;2.0233333333333334;47.89194444444445;"47°53'31.000""N 2°1'24.000""E";45089;"";"12, RUE DU MARÉCHAL LECLERC";45430;CHECY;Bâtiment;10.0;Particulier
1087472;1.6791666666666667;47.82416666666667;"47°49'27.000""N 1°40'45.000""E";45024;"";AVENUE DE LATTRE DE TASSIGNY PYLÔNE RTE N°52;45130;BAULE;Pylône autostable;36.0;RTE
1113120;2.017777777777778;47.91388888888889;"47°54'50.000""N 2°1'4.000""E";45089;LE GRAND BOURGNEUF;"IMPASSE DU PLAT D'ETAIN PYLÔNE RTE N°A14/A38";45430;CHECY;Pylône autostable;35.2;RTE
1151850;1.8841666666666668;47.8425;"47°50'33.000""N 1°53'3.000""E";45232;"";RUE DE LA ROQUEMAURE CLOS DE LA BORDE;45160;OLIVET;Pylône autostable;25.0;TOTEM
1195795;1.7377777777777776;47.926944444444445;"47°55'37.000""N 1°44'16.000""E";45059;"L'HERMITAGE";BOIS DE BUCY ALLÉE DE MONTPIPEAU;45140;BUCY SAINT LIPHARD;Pylône autostable;30.0;TOTEM
1286568;1.8763888888888889;47.89944444444444;"47°53'58.000""N 1°52'35.000""E";45285;"";4 RUE DE LA MADELEINE;45140;SAINT JEAN DE LA RUELLE;Immeuble;33.2;"Copropriété, Syndic, SCI"
1292141;1.9383333333333332;47.83444444444444;"47°50'4.000""N 1°56'18.000""E";45234;"";AVENUE DENIS DIDEROT;45000;ORLEANS;"Château d'eau - réservoir";38.0;"Syndicat des eaux, Adduction"
